,Ether_dst,Ether_src,IP_id,IP_len,IP_ttl,TCP_dataofs,TCP_dport,TCP_seq,TCP_sport,TCP_window,load_len,IP_proto_icmp,IP_proto_igmp,IP_proto_tcp,IP_proto_udp,TCP_flags_A,TCP_flags_FA,TCP_flags_PA,TCP_flags_R,TCP_flags_RA,TCP_flags_S,TCP_flags_SA,label_src
3504,e0:55:3d:02:41:21,84:38:35:5a:70:40,17411.0,1436.0,64.0,8.0,334.0,3463334308.0,59554.0,9675.0,4050.0,0,0,1,0,1,0,0,0,0,0,0,1
3505,e0:55:3d:02:41:21,84:38:35:5a:70:40,3460.0,1086.0,64.0,8.0,334.0,3463335692.0,59554.0,9675.0,2959.0,0,0,1,0,0,0,1,0,0,0,0,1
3506,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30356.0,216.0,64.0,5.0,334.0,2444208450.0,46201.0,1369.0,618.0,0,0,1,0,0,0,1,0,0,0,0,3
3508,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19861.0,60.0,64.0,10.0,334.0,1864405628.0,50595.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,3
3509,e0:55:3d:02:41:21,84:38:35:5a:70:40,65178.0,1436.0,64.0,8.0,334.0,3463336726.0,59554.0,9675.0,4007.0,0,0,1,0,1,0,0,0,0,0,0,1
3510,e0:55:3d:02:41:21,84:38:35:5a:70:40,29302.0,181.0,64.0,8.0,334.0,3463338110.0,59554.0,9675.0,393.0,0,0,1,0,0,0,1,0,0,0,0,1
3513,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20627.0,52.0,64.0,8.0,4070.0,128815074.0,52712.0,1389.0,,0,0,1,0,1,0,0,0,0,0,0,3
3520,e0:55:3d:02:41:21,84:38:35:5a:70:40,18537.0,1013.0,64.0,8.0,334.0,3463338239.0,59554.0,9675.0,2784.0,0,0,1,0,0,0,1,0,0,0,0,1
3521,e0:55:3d:02:41:21,84:38:35:5a:70:40,18595.0,1397.0,64.0,8.0,334.0,3463339200.0,59554.0,9675.0,3794.0,0,0,1,0,0,0,1,0,0,0,0,1
3522,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,11207.0,40.0,64.0,5.0,80.0,2456679586.0,34413.0,1386.0,,0,0,1,0,1,0,0,0,0,0,0,3
3523,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,11208.0,40.0,64.0,5.0,80.0,2456679586.0,34413.0,1403.0,,0,0,1,0,1,0,0,0,0,0,0,3
3524,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,33794.0,76.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3526,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,33795.0,76.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3530,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,65441.0,52.0,64.0,8.0,80.0,51650625.0,46114.0,1369.0,,0,0,1,0,1,0,0,0,0,0,0,3
3531,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,65442.0,52.0,64.0,8.0,80.0,51650625.0,46114.0,1369.0,,0,0,1,0,0,1,0,0,0,0,0,3
3532,e0:55:3d:02:41:21,84:38:35:5a:70:40,36076.0,52.0,64.0,8.0,334.0,3463340545.0,59554.0,9670.0,,0,0,1,0,1,0,0,0,0,0,0,1
3534,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20628.0,778.0,64.0,8.0,4070.0,128815074.0,52712.0,1389.0,2120.0,0,0,1,0,0,0,1,0,0,0,0,3
3535,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,39492.0,61.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3540,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30357.0,40.0,64.0,5.0,334.0,2444208626.0,46201.0,1415.0,,0,0,1,0,1,0,0,0,0,0,0,3
3541,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30358.0,40.0,64.0,5.0,334.0,2444208626.0,46201.0,1460.0,,0,0,1,0,1,0,0,0,0,0,0,3
3542,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30359.0,40.0,64.0,5.0,334.0,2444208626.0,46201.0,1506.0,,0,0,1,0,1,0,0,0,0,0,0,3
3546,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,65443.0,52.0,64.0,8.0,80.0,51650626.0,46114.0,1369.0,,0,0,1,0,1,0,0,0,0,0,0,3
3551,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62364.0,40.0,64.0,5.0,334.0,205335621.0,56542.0,1369.0,,0,0,1,0,1,0,0,0,0,0,0,3
3553,e0:55:3d:02:41:21,84:38:35:5a:70:40,14246.0,52.0,64.0,8.0,334.0,3463340545.0,59554.0,9671.0,,0,0,1,0,1,0,0,0,0,0,0,1
3560,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20629.0,52.0,64.0,8.0,4070.0,128815800.0,52712.0,1427.0,,0,0,1,0,1,0,0,0,0,0,0,3
3561,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20630.0,52.0,64.0,8.0,4070.0,128815800.0,52712.0,1465.0,,0,0,1,0,1,0,0,0,0,0,0,3
3562,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20631.0,52.0,64.0,8.0,4070.0,128815800.0,52712.0,1504.0,,0,0,1,0,1,0,0,0,0,0,0,3
3563,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20632.0,52.0,64.0,8.0,4070.0,128815800.0,52712.0,1542.0,,0,0,1,0,1,0,0,0,0,0,0,3
3564,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20633.0,52.0,64.0,8.0,4070.0,128815800.0,52712.0,1581.0,,0,0,1,0,1,0,0,0,0,0,0,3
3565,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20634.0,52.0,64.0,8.0,4070.0,128815800.0,52712.0,1619.0,,0,0,1,0,1,0,0,0,0,0,0,3
3566,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20635.0,1280.0,64.0,8.0,4070.0,128815800.0,52712.0,1619.0,3442.0,0,0,1,0,1,0,0,0,0,0,0,3
3567,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20636.0,1280.0,64.0,8.0,4070.0,128817028.0,52712.0,1619.0,3486.0,0,0,1,0,1,0,0,0,0,0,0,3
3568,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20637.0,1034.0,64.0,8.0,4070.0,128818256.0,52712.0,1619.0,2871.0,0,0,1,0,0,0,1,0,0,0,0,3
3569,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16477.0,360.0,64.0,8.0,80.0,1492503889.0,57006.0,1673.0,330.0,0,0,1,0,0,0,1,0,0,0,0,4
3570,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30360.0,246.0,64.0,5.0,334.0,2444208626.0,46201.0,1506.0,605.0,0,0,1,0,0,0,1,0,0,0,0,3
3580,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16478.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3581,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16479.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3582,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16480.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3587,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16481.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3588,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16482.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3589,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16483.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3593,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16484.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
3600,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16485.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
3601,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16486.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
3602,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16487.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
3603,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19862.0,40.0,64.0,5.0,334.0,1864405629.0,50595.0,1369.0,,0,0,1,0,1,0,0,0,0,0,0,3
3604,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16488.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
3610,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16489.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1657.0,,0,0,1,0,1,0,0,0,0,0,0,4
3611,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19863.0,266.0,64.0,5.0,334.0,1864405629.0,50595.0,1369.0,750.0,0,0,1,0,0,0,1,0,0,0,0,3
3612,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16490.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1647.0,,0,0,1,0,1,0,0,0,0,0,0,4
3613,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16491.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1637.0,,0,0,1,0,1,0,0,0,0,0,0,4
3615,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16492.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1634.0,,0,0,1,0,1,0,0,0,0,0,0,4
3617,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16493.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3622,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16494.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3623,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16495.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3643,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20638.0,63.0,64.0,8.0,4070.0,128819238.0,52712.0,1619.0,36.0,0,0,1,0,0,0,1,0,0,0,0,3
3656,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,52.0,64.0,8.0,4070.0,651048552.0,61502.0,4085.0,,0,0,1,0,1,0,0,0,0,0,0,1
3657,e0:55:3d:02:41:21,88:71:e5:d2:73:4b,29031.0,52.0,64.0,8.0,4070.0,3424366235.0,34858.0,3497.0,,0,0,1,0,1,0,0,0,0,0,0,3
3658,e0:55:3d:02:41:21,84:38:35:5a:70:40,2996.0,154.0,64.0,8.0,334.0,3463340545.0,59554.0,9675.0,305.0,0,0,1,0,0,0,1,0,0,0,0,1
3662,e0:55:3d:02:41:21,84:38:35:5a:70:40,30796.0,1436.0,64.0,8.0,334.0,3463340647.0,59554.0,9675.0,4074.0,0,0,1,0,1,0,0,0,0,0,0,1
3663,e0:55:3d:02:41:21,84:38:35:5a:70:40,22493.0,797.0,64.0,8.0,334.0,3463342031.0,59554.0,9675.0,2091.0,0,0,1,0,0,0,1,0,0,0,0,1
3664,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16496.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1536.0,,0,0,1,0,1,0,0,0,0,0,0,4
3667,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16497.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1438.0,,0,0,1,0,1,0,0,0,0,0,0,4
3680,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16498.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3681,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20639.0,52.0,64.0,8.0,4070.0,128819249.0,52712.0,1696.0,,0,0,1,0,1,0,0,0,0,0,0,3
3682,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16499.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
3683,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20640.0,52.0,64.0,8.0,4070.0,128819249.0,52712.0,1772.0,,0,0,1,0,1,0,0,0,0,0,0,3
3695,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30361.0,40.0,64.0,5.0,334.0,2444208832.0,46201.0,1506.0,,0,0,1,0,1,0,0,0,0,0,0,3
3696,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30362.0,40.0,64.0,5.0,334.0,2444208832.0,46201.0,1506.0,,0,0,1,0,1,0,0,0,0,0,0,3
3703,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19864.0,40.0,64.0,5.0,334.0,1864405855.0,50595.0,1415.0,,0,0,1,0,1,0,0,0,0,0,0,3
3704,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19865.0,40.0,64.0,5.0,334.0,1864405855.0,50595.0,1460.0,,0,0,1,0,1,0,0,0,0,0,0,3
3705,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19866.0,40.0,64.0,5.0,334.0,1864405855.0,50595.0,1506.0,,0,0,1,0,1,0,0,0,0,0,0,3
3706,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20641.0,1280.0,64.0,8.0,4070.0,128819249.0,52712.0,1811.0,3572.0,0,0,1,0,1,0,0,0,0,0,0,3
3707,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20642.0,1072.0,64.0,8.0,4070.0,128820477.0,52712.0,1811.0,2887.0,0,0,1,0,0,0,1,0,0,0,0,3
3708,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62365.0,322.0,64.0,5.0,334.0,205335621.0,56542.0,1369.0,976.0,0,0,1,0,0,0,1,0,0,0,0,3
3710,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16500.0,52.0,64.0,8.0,80.0,1492504197.0,57006.0,1601.0,,0,0,1,0,1,0,0,0,0,0,0,4
3713,e0:55:3d:02:41:21,84:38:35:5a:70:40,42740.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9671.0,,0,0,1,0,1,0,0,0,0,0,0,1
3714,e0:55:3d:02:41:21,44:65:0d:90:60:3a,203.0,52.0,64.0,8.0,4070.0,3799790174.0,51570.0,8170.0,,0,0,1,0,1,0,0,0,0,0,0,3
3715,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30363.0,1500.0,64.0,5.0,334.0,2444208832.0,46201.0,1506.0,4236.0,0,0,1,0,1,0,0,0,0,0,0,3
3716,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30364.0,1037.0,64.0,5.0,334.0,2444210292.0,46201.0,1506.0,2953.0,0,0,1,0,0,0,1,0,0,0,0,3
3720,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20643.0,52.0,64.0,8.0,4070.0,128821497.0,52712.0,1849.0,,0,0,1,0,1,0,0,0,0,0,0,3
3726,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62366.0,40.0,64.0,5.0,334.0,205335903.0,56542.0,1415.0,,0,0,1,0,1,0,0,0,0,0,0,3
3727,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62367.0,40.0,64.0,5.0,334.0,205335903.0,56542.0,1460.0,,0,0,1,0,1,0,0,0,0,0,0,3
3728,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62368.0,40.0,64.0,5.0,334.0,205335903.0,56542.0,1506.0,,0,0,1,0,1,0,0,0,0,0,0,3
3729,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62369.0,40.0,64.0,5.0,334.0,205335903.0,56542.0,1506.0,,0,0,1,0,1,0,0,0,0,0,0,3
3730,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20644.0,52.0,64.0,8.0,4070.0,128821497.0,52712.0,1888.0,,0,0,1,0,1,0,0,0,0,0,0,3
3731,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62370.0,166.0,64.0,5.0,334.0,205335903.0,56542.0,1506.0,383.0,0,0,1,0,0,0,1,0,0,0,0,3
3732,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19867.0,166.0,64.0,5.0,334.0,1864405855.0,50595.0,1506.0,363.0,0,0,1,0,0,0,1,0,0,0,0,3
3736,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,20645.0,52.0,64.0,8.0,4070.0,128821497.0,52712.0,1926.0,,0,0,1,0,1,0,0,0,0,0,0,3
3737,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30365.0,40.0,64.0,5.0,334.0,2444211289.0,46201.0,1506.0,,0,0,1,0,1,0,0,0,0,0,0,3
3739,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30366.0,40.0,64.0,5.0,334.0,2444211289.0,46201.0,1552.0,,0,0,1,0,1,0,0,0,0,0,0,3
3744,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19868.0,40.0,64.0,5.0,334.0,1864405981.0,50595.0,1506.0,,0,0,1,0,1,0,0,0,0,0,0,3
3745,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19869.0,1500.0,64.0,5.0,334.0,1864405981.0,50595.0,1506.0,4115.0,0,0,1,0,1,0,0,0,0,0,0,3
3746,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19870.0,657.0,64.0,5.0,334.0,1864407441.0,50595.0,1506.0,1771.0,0,0,1,0,0,0,1,0,0,0,0,3
3747,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30367.0,378.0,64.0,5.0,334.0,2444211289.0,46201.0,1552.0,1062.0,0,0,1,0,0,0,1,0,0,0,0,3
3748,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62371.0,40.0,64.0,5.0,334.0,205336029.0,56542.0,1506.0,,0,0,1,0,1,0,0,0,0,0,0,3
3752,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,56518.0,52.0,64.0,8.0,80.0,51650626.0,46114.0,1369.0,,0,0,1,0,1,0,0,0,0,0,0,3
3754,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,26473.0,60.0,64.0,10.0,80.0,1454671841.0,46115.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,3
3755,e0:55:3d:02:41:21,5c:aa:fd:4c:92:86,15664.0,87.0,64.0,8.0,334.0,2699240621.0,33656.0,3632.0,103.0,0,0,1,0,0,0,1,0,0,0,0,4
3757,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62372.0,1500.0,64.0,5.0,334.0,205336029.0,56542.0,1506.0,4127.0,0,0,1,0,1,0,0,0,0,0,0,3
3758,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62373.0,977.0,64.0,5.0,334.0,205337489.0,56542.0,1506.0,2723.0,0,0,1,0,0,0,1,0,0,0,0,3
3760,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19871.0,326.0,64.0,5.0,334.0,1864408058.0,50595.0,1506.0,831.0,0,0,1,0,0,0,1,0,0,0,0,3
3761,e0:55:3d:02:41:21,84:38:35:5a:70:40,61584.0,40.0,64.0,5.0,334.0,2477298113.0,59631.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
3766,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30368.0,338.0,64.0,5.0,334.0,2444211627.0,46201.0,1552.0,901.0,0,0,1,0,0,0,1,0,0,0,0,3
3773,e0:55:3d:02:41:21,5c:aa:fd:4c:92:86,15665.0,52.0,64.0,8.0,334.0,2699240656.0,33656.0,3632.0,,0,0,1,0,1,0,0,0,0,0,0,4
3779,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62374.0,40.0,64.0,5.0,334.0,205338426.0,56542.0,1552.0,,0,0,1,0,1,0,0,0,0,0,0,3
3780,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62375.0,40.0,64.0,5.0,334.0,205338426.0,56542.0,1597.0,,0,0,1,0,1,0,0,0,0,0,0,3
3781,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,30369.0,40.0,64.0,5.0,334.0,2444211925.0,46201.0,1552.0,,0,0,1,0,1,0,0,0,0,0,0,3
3782,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,39508.0,67.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3783,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,22057.0,67.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3784,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,48829.0,67.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3786,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,19872.0,40.0,64.0,5.0,334.0,1864408344.0,50595.0,1552.0,,0,0,1,0,1,0,0,0,0,0,0,3
3787,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62376.0,211.0,64.0,5.0,334.0,205338426.0,56542.0,1597.0,493.0,0,0,1,0,0,0,1,0,0,0,0,3
3788,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62377.0,426.0,64.0,5.0,334.0,205338597.0,56542.0,1597.0,1110.0,0,0,1,0,0,0,1,0,0,0,0,3
3789,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62378.0,391.0,64.0,5.0,334.0,205338983.0,56542.0,1597.0,1023.0,0,0,1,0,0,0,1,0,0,0,0,3
3792,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,11209.0,186.0,64.0,5.0,80.0,2456679586.0,34413.0,1403.0,162.0,0,0,1,0,0,0,1,0,0,0,0,3
3793,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62379.0,424.0,64.0,5.0,334.0,205339334.0,56542.0,1597.0,1129.0,0,0,1,0,0,0,1,0,0,0,0,3
3794,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62380.0,180.0,64.0,5.0,334.0,205339718.0,56542.0,1597.0,410.0,0,0,1,0,0,0,1,0,0,0,0,3
3795,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62381.0,176.0,64.0,5.0,334.0,205339858.0,56542.0,1597.0,423.0,0,0,1,0,0,0,1,0,0,0,0,3
3796,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62382.0,417.0,64.0,5.0,334.0,205339994.0,56542.0,1597.0,1089.0,0,0,1,0,0,0,1,0,0,0,0,3
3797,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62383.0,169.0,64.0,5.0,334.0,205340371.0,56542.0,1597.0,377.0,0,0,1,0,0,0,1,0,0,0,0,3
3799,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62384.0,487.0,64.0,5.0,334.0,205340500.0,56542.0,1597.0,1281.0,0,0,1,0,0,0,1,0,0,0,0,3
3800,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,62385.0,225.0,64.0,5.0,334.0,205340947.0,56542.0,1597.0,506.0,0,0,1,0,0,0,1,0,0,0,0,3
3805,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,11210.0,40.0,64.0,5.0,80.0,2456679732.0,34413.0,1419.0,,0,0,1,0,1,0,0,0,0,0,0,3
3806,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,11211.0,40.0,64.0,5.0,80.0,2456679732.0,34413.0,1436.0,,0,0,1,0,1,0,0,0,0,0,0,3
3810,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,300.0,64.0,8.0,334.0,2528554589.0,61526.0,4096.0,722.0,0,0,1,0,0,0,1,0,0,0,0,1
3811,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,300.0,64.0,8.0,334.0,3588278722.0,61523.0,4096.0,726.0,0,0,1,0,0,0,1,0,0,0,0,1
3812,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,33802.0,76.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3814,e0:55:3d:02:41:21,b4:7c:9c:31:b4:df,33803.0,76.0,64.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
3815,ff:ff:ff:ff:ff:ff,84:38:35:5a:70:40,13706.0,72.0,64.0,,,,,,129.0,0,0,0,1,0,0,0,0,0,0,0,1
3847,e0:55:3d:02:41:21,84:38:35:5a:70:40,3932.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9588.0,,0,0,1,0,1,0,0,0,0,0,0,1
3848,e0:55:3d:02:41:21,84:38:35:5a:70:40,64639.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9588.0,,0,0,1,0,1,0,0,0,0,0,0,1
3849,e0:55:3d:02:41:21,84:38:35:5a:70:40,44992.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9501.0,,0,0,1,0,1,0,0,0,0,0,0,1
3850,e0:55:3d:02:41:21,84:38:35:5a:70:40,41836.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9501.0,,0,0,1,0,1,0,0,0,0,0,0,1
3851,e0:55:3d:02:41:21,84:38:35:5a:70:40,49311.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9675.0,,0,0,1,0,1,0,0,0,0,0,0,1
3852,e0:55:3d:02:41:21,84:38:35:5a:70:40,16969.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9588.0,,0,0,1,0,1,0,0,0,0,0,0,1
3853,e0:55:3d:02:41:21,84:38:35:5a:70:40,46269.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9517.0,,0,0,1,0,1,0,0,0,0,0,0,1
3854,e0:55:3d:02:41:21,84:38:35:5a:70:40,37055.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9430.0,,0,0,1,0,1,0,0,0,0,0,0,1
3855,e0:55:3d:02:41:21,84:38:35:5a:70:40,12441.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9342.0,,0,0,1,0,1,0,0,0,0,0,0,1
3856,e0:55:3d:02:41:21,84:38:35:5a:70:40,29968.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9635.0,,0,0,1,0,1,0,0,0,0,0,0,1
3859,e0:55:3d:02:41:21,84:38:35:5a:70:40,25799.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9648.0,,0,0,1,0,1,0,0,0,0,0,0,1
3860,e0:55:3d:02:41:21,84:38:35:5a:70:40,37147.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9561.0,,0,0,1,0,1,0,0,0,0,0,0,1
3861,e0:55:3d:02:41:21,84:38:35:5a:70:40,54631.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9675.0,,0,0,1,0,1,0,0,0,0,0,0,1
3862,e0:55:3d:02:41:21,84:38:35:5a:70:40,53826.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9588.0,,0,0,1,0,1,0,0,0,0,0,0,1
3863,e0:55:3d:02:41:21,84:38:35:5a:70:40,40467.0,52.0,64.0,8.0,334.0,3463342776.0,59554.0,9675.0,,0,0,1,0,1,0,0,0,0,0,0,1
