,Ether_dst,Ether_src,IP_id,IP_len,IP_ttl,TCP_dataofs,TCP_dport,TCP_seq,TCP_sport,TCP_window,load_len,IP_proto_icmp,IP_proto_igmp,IP_proto_tcp,IP_proto_udp,TCP_flags_A,TCP_flags_FA,TCP_flags_PA,TCP_flags_R,TCP_flags_RA,TCP_flags_S,TCP_flags_SA,label_src
4821,e0:55:3d:02:41:21,28:f0:76:31:d3:58,8626.0,327.0,64.0,,,,,,868.0,0,0,0,1,0,0,0,0,0,0,0,1
4822,e0:55:3d:02:41:21,28:f0:76:31:d3:58,22710.0,823.0,64.0,,,,,,2263.0,0,0,0,1,0,0,0,0,0,0,0,1
4825,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16561.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
4826,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16562.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
4827,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16563.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
4830,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16564.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
4831,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16565.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1657.0,,0,0,1,0,1,0,0,0,0,0,0,4
4834,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16566.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1647.0,,0,0,1,0,1,0,0,0,0,0,0,4
4836,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16567.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1637.0,,0,0,1,0,1,0,0,0,0,0,0,4
4838,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16568.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1634.0,,0,0,1,0,1,0,0,0,0,0,0,4
4841,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16569.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1634.0,,0,0,1,0,1,0,0,0,0,0,0,4
4849,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16570.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1602.0,,0,0,1,0,1,0,0,0,0,0,0,4
4853,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16571.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
4854,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16572.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
4882,e0:55:3d:02:41:21,28:f0:76:31:d3:58,32257.0,69.0,64.0,,,,,,128.0,0,0,0,1,0,0,0,0,0,0,0,1
4883,e0:55:3d:02:41:21,28:f0:76:31:d3:58,23721.0,63.0,64.0,,,,,,111.0,0,0,0,1,0,0,0,0,0,0,0,1
4884,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16573.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1569.0,,0,0,1,0,1,0,0,0,0,0,0,4
4889,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16574.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1536.0,,0,0,1,0,1,0,0,0,0,0,0,4
4893,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16575.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
4899,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16576.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
4902,e0:55:3d:02:41:21,44:65:0d:90:60:3a,21375.0,81.0,64.0,5.0,334.0,2543429106.0,60210.0,1734.0,129.0,0,0,1,0,0,0,1,0,0,0,0,3
4903,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16577.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1601.0,,0,0,1,0,1,0,0,0,0,0,0,4
4904,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16578.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
4905,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16579.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
4907,e0:55:3d:02:41:21,00:18:0a:12:2f:2d,41060.0,52.0,64.0,8.0,5021.0,1441676750.0,60663.0,21780.0,,0,0,1,0,1,0,0,0,0,0,0,0
4908,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16580.0,52.0,64.0,8.0,80.0,1492505121.0,57006.0,1634.0,,0,0,1,0,1,0,0,0,0,0,0,4
4911,e0:55:3d:02:41:21,44:65:0d:90:60:3a,21376.0,40.0,64.0,5.0,334.0,2543429147.0,60210.0,1734.0,,0,0,1,0,1,0,0,0,0,0,0,3
4920,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,371.0,64.0,8.0,4070.0,651048871.0,61502.0,4096.0,923.0,0,0,1,0,0,0,1,0,0,0,0,1
4924,e0:55:3d:02:41:21,28:f0:76:31:d3:58,2134.0,40.0,64.0,5.0,334.0,1747378872.0,65474.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
4927,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,52.0,64.0,8.0,4070.0,651049190.0,61502.0,4085.0,,0,0,1,0,1,0,0,0,0,0,0,1
4928,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,254.0,64.0,8.0,4070.0,651049190.0,61502.0,4096.0,585.0,0,0,1,0,0,0,1,0,0,0,0,1
4930,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,52.0,64.0,8.0,4070.0,651049392.0,61502.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
4931,e0:55:3d:02:41:21,84:38:35:5a:70:40,57362.0,154.0,64.0,8.0,334.0,3463359960.0,59554.0,9675.0,299.0,0,0,1,0,0,0,1,0,0,0,0,1
4932,e0:55:3d:02:41:21,84:38:35:5a:70:40,3207.0,1436.0,64.0,8.0,334.0,3463360062.0,59554.0,9675.0,4059.0,0,0,1,0,1,0,0,0,0,0,0,1
4933,e0:55:3d:02:41:21,84:38:35:5a:70:40,60884.0,1294.0,64.0,8.0,334.0,3463361446.0,59554.0,9675.0,3550.0,0,0,1,0,0,0,1,0,0,0,0,1
4941,e0:55:3d:02:41:21,84:38:35:5a:70:40,18386.0,52.0,64.0,8.0,334.0,3463362688.0,59554.0,9671.0,,0,0,1,0,1,0,0,0,0,0,0,1
4942,e0:55:3d:02:41:21,84:38:35:5a:70:40,6696.0,64.0,64.0,11.0,334.0,1650236200.0,59646.0,65535.0,,0,0,1,0,0,0,0,0,0,1,0,1
4944,e0:55:3d:02:41:21,84:38:35:5a:70:40,9730.0,52.0,64.0,8.0,334.0,1650236201.0,59646.0,4104.0,,0,0,1,0,1,0,0,0,0,0,0,1
4945,e0:55:3d:02:41:21,84:38:35:5a:70:40,37760.0,573.0,64.0,8.0,334.0,1650236201.0,59646.0,4104.0,1556.0,0,0,1,0,0,0,1,0,0,0,0,1
4948,e0:55:3d:02:41:21,84:38:35:5a:70:40,31255.0,52.0,64.0,8.0,334.0,1650236722.0,59646.0,4099.0,,0,0,1,0,1,0,0,0,0,0,0,1
4949,e0:55:3d:02:41:21,84:38:35:5a:70:40,12842.0,103.0,64.0,8.0,334.0,1650236722.0,59646.0,4099.0,166.0,0,0,1,0,0,0,1,0,0,0,0,1
4950,e0:55:3d:02:41:21,84:38:35:5a:70:40,38587.0,145.0,64.0,8.0,334.0,1650236773.0,59646.0,4099.0,286.0,0,0,1,0,0,0,1,0,0,0,0,1
4951,e0:55:3d:02:41:21,84:38:35:5a:70:40,55430.0,293.0,64.0,8.0,334.0,1650236866.0,59646.0,4099.0,695.0,0,0,1,0,0,0,1,0,0,0,0,1
4952,e0:55:3d:02:41:21,84:38:35:5a:70:40,39085.0,1420.0,64.0,8.0,334.0,1650237107.0,59646.0,4099.0,3929.0,0,0,1,0,1,0,0,0,0,0,0,1
4953,e0:55:3d:02:41:21,84:38:35:5a:70:40,13604.0,677.0,64.0,8.0,334.0,1650238475.0,59646.0,4099.0,1797.0,0,0,1,0,0,0,1,0,0,0,0,1
4954,e0:55:3d:02:41:21,28:f0:76:31:d3:58,32156.0,40.0,64.0,5.0,334.0,2543234825.0,62476.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
4958,e0:55:3d:02:41:21,84:38:35:5a:70:40,52535.0,52.0,64.0,8.0,334.0,1650239100.0,59646.0,4096.0,,0,0,1,0,1,0,0,0,0,0,0,1
4959,e0:55:3d:02:41:21,84:38:35:5a:70:40,38757.0,52.0,64.0,8.0,334.0,1650239100.0,59646.0,4095.0,,0,0,1,0,1,0,0,0,0,0,0,1
4960,e0:55:3d:02:41:21,84:38:35:5a:70:40,61905.0,90.0,64.0,8.0,334.0,1650239100.0,59646.0,4096.0,127.0,0,0,1,0,0,0,1,0,0,0,0,1
4968,e0:55:3d:02:41:21,84:38:35:5a:70:40,9109.0,52.0,64.0,8.0,334.0,1650239138.0,59646.0,4087.0,,0,0,1,0,1,0,0,0,0,0,0,1
4969,e0:55:3d:02:41:21,84:38:35:5a:70:40,22852.0,52.0,64.0,8.0,334.0,1650239138.0,59646.0,4085.0,,0,0,1,0,1,0,0,0,0,0,0,1
4970,e0:55:3d:02:41:21,84:38:35:5a:70:40,32365.0,52.0,64.0,8.0,334.0,1650239138.0,59646.0,4084.0,,0,0,1,0,1,0,0,0,0,0,0,1
4971,e0:55:3d:02:41:21,84:38:35:5a:70:40,60850.0,98.0,64.0,8.0,334.0,1650239138.0,59646.0,4096.0,151.0,0,0,1,0,0,0,1,0,0,0,0,1
4974,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,280.0,64.0,8.0,4070.0,651049392.0,61502.0,4096.0,674.0,0,0,1,0,0,0,1,0,0,0,0,1
4979,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,52.0,64.0,8.0,4070.0,651049620.0,61502.0,4088.0,,0,0,1,0,1,0,0,0,0,0,0,1
4981,e0:55:3d:02:41:21,84:38:35:5a:70:40,39595.0,280.0,64.0,8.0,4070.0,2992357630.0,57901.0,4096.0,679.0,0,0,1,0,0,0,1,0,0,0,0,1
4983,e0:55:3d:02:41:21,84:38:35:5a:70:40,35769.0,52.0,64.0,8.0,4070.0,2992357858.0,57901.0,4071.0,,0,0,1,0,1,0,0,0,0,0,0,1
4985,e0:55:3d:02:41:21,28:f0:76:31:d3:58,0.0,52.0,64.0,8.0,334.0,2197251310.0,65105.0,11618.0,,0,0,1,0,1,0,0,0,0,0,0,1
4990,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16581.0,360.0,64.0,8.0,80.0,1492505121.0,57006.0,1673.0,330.0,0,0,1,0,0,0,1,0,0,0,0,4
5000,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16582.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
5003,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16583.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
5007,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16584.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
5008,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16585.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
5012,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16586.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
5015,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16587.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
5017,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16588.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
5019,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16589.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
5022,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16590.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
5023,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16591.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
5026,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16592.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1667.0,,0,0,1,0,1,0,0,0,0,0,0,4
5027,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16593.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1657.0,,0,0,1,0,1,0,0,0,0,0,0,4
5028,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16594.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1647.0,,0,0,1,0,1,0,0,0,0,0,0,4
5032,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16595.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1637.0,,0,0,1,0,1,0,0,0,0,0,0,4
5033,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16596.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1634.0,,0,0,1,0,1,0,0,0,0,0,0,4
5035,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16597.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1634.0,,0,0,1,0,1,0,0,0,0,0,0,4
5046,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16598.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1569.0,,0,0,1,0,1,0,0,0,0,0,0,4
5053,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16599.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
5060,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16600.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
5088,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16601.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1536.0,,0,0,1,0,1,0,0,0,0,0,0,4
5089,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16602.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
5090,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16603.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
5091,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16604.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1673.0,,0,0,1,0,1,0,0,0,0,0,0,4
5098,e0:55:3d:02:41:21,78:28:ca:03:80:0c,16605.0,52.0,64.0,8.0,80.0,1492505429.0,57006.0,1569.0,,0,0,1,0,1,0,0,0,0,0,0,4
5101,e0:55:3d:02:41:21,84:38:35:5a:70:40,13973.0,166.0,64.0,8.0,334.0,3463362688.0,59554.0,9675.0,343.0,0,0,1,0,0,0,1,0,0,0,0,1
5102,e0:55:3d:02:41:21,84:38:35:5a:70:40,54802.0,1436.0,64.0,8.0,334.0,3463362802.0,59554.0,9675.0,3970.0,0,0,1,0,1,0,0,0,0,0,0,1
5103,e0:55:3d:02:41:21,84:38:35:5a:70:40,61593.0,1087.0,64.0,8.0,334.0,3463364186.0,59554.0,9675.0,2945.0,0,0,1,0,0,0,1,0,0,0,0,1
5108,e0:55:3d:02:41:21,84:38:35:5a:70:40,22763.0,1436.0,64.0,8.0,334.0,3463365221.0,59554.0,9675.0,3961.0,0,0,1,0,1,0,0,0,0,0,0,1
5109,e0:55:3d:02:41:21,84:38:35:5a:70:40,28663.0,148.0,64.0,8.0,334.0,3463366605.0,59554.0,9675.0,290.0,0,0,1,0,0,0,1,0,0,0,0,1
5110,01:00:5e:00:00:fb,84:38:35:5a:70:40,5645.0,104.0,255.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1
5114,e0:55:3d:02:41:21,84:38:35:5a:70:40,11633.0,52.0,64.0,8.0,334.0,3463366701.0,59554.0,9668.0,,0,0,1,0,1,0,0,0,0,0,0,1
5115,e0:55:3d:02:41:21,84:38:35:5a:70:40,6649.0,1060.0,64.0,8.0,334.0,3463366701.0,59554.0,9675.0,2950.0,0,0,1,0,0,0,1,0,0,0,0,1
5116,e0:55:3d:02:41:21,84:38:35:5a:70:40,35041.0,1395.0,64.0,8.0,334.0,3463367709.0,59554.0,9675.0,3843.0,0,0,1,0,0,0,1,0,0,0,0,1
5117,e0:55:3d:02:41:21,84:38:35:5a:70:40,10154.0,180.0,64.0,8.0,334.0,781894920.0,59555.0,4096.0,392.0,0,0,1,0,0,0,1,0,0,0,0,1
5118,e0:55:3d:02:41:21,84:38:35:5a:70:40,65118.0,98.0,64.0,8.0,334.0,781895048.0,59555.0,4096.0,150.0,0,0,1,0,0,0,1,0,0,0,0,1
5119,e0:55:3d:02:41:21,84:38:35:5a:70:40,44742.0,1420.0,64.0,8.0,334.0,781895094.0,59555.0,4096.0,3955.0,0,0,1,0,1,0,0,0,0,0,0,1
5120,e0:55:3d:02:41:21,84:38:35:5a:70:40,19293.0,1075.0,64.0,8.0,334.0,781896462.0,59555.0,4096.0,2927.0,0,0,1,0,0,0,1,0,0,0,0,1
5126,e0:55:3d:02:41:21,84:38:35:5a:70:40,46528.0,52.0,64.0,8.0,334.0,781897485.0,59555.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
5133,e0:55:3d:02:41:21,84:38:35:5a:70:40,15117.0,52.0,64.0,8.0,334.0,781897485.0,59555.0,4093.0,,0,0,1,0,1,0,0,0,0,0,0,1
5134,e0:55:3d:02:41:21,84:38:35:5a:70:40,39566.0,52.0,64.0,8.0,334.0,781897485.0,59555.0,4075.0,,0,0,1,0,1,0,0,0,0,0,0,1
5135,e0:55:3d:02:41:21,84:38:35:5a:70:40,13377.0,52.0,64.0,8.0,334.0,781897485.0,59555.0,4069.0,,0,0,1,0,1,0,0,0,0,0,0,1
5136,e0:55:3d:02:41:21,84:38:35:5a:70:40,38831.0,52.0,64.0,8.0,334.0,781897485.0,59555.0,4063.0,,0,0,1,0,1,0,0,0,0,0,0,1
5137,e0:55:3d:02:41:21,84:38:35:5a:70:40,41568.0,52.0,64.0,8.0,334.0,781897485.0,59555.0,4094.0,,0,0,1,0,1,0,0,0,0,0,0,1
5138,e0:55:3d:02:41:21,84:38:35:5a:70:40,41590.0,98.0,64.0,8.0,334.0,781897485.0,59555.0,4096.0,152.0,0,0,1,0,0,0,1,0,0,0,0,1
5139,e0:55:3d:02:41:21,84:38:35:5a:70:40,26369.0,180.0,64.0,8.0,334.0,781897531.0,59555.0,4096.0,358.0,0,0,1,0,0,0,1,0,0,0,0,1
5140,e0:55:3d:02:41:21,84:38:35:5a:70:40,40126.0,1420.0,64.0,8.0,334.0,781897659.0,59555.0,4096.0,3941.0,0,0,1,0,1,0,0,0,0,0,0,1
5141,e0:55:3d:02:41:21,84:38:35:5a:70:40,55151.0,1028.0,64.0,8.0,334.0,781899027.0,59555.0,4096.0,2757.0,0,0,1,0,0,0,1,0,0,0,0,1
5145,e0:55:3d:02:41:21,84:38:35:5a:70:40,23370.0,52.0,64.0,8.0,334.0,3463369052.0,59554.0,9671.0,,0,0,1,0,1,0,0,0,0,0,0,1
5151,e0:55:3d:02:41:21,84:38:35:5a:70:40,39385.0,52.0,64.0,8.0,334.0,781900003.0,59555.0,4093.0,,0,0,1,0,1,0,0,0,0,0,0,1
5152,e0:55:3d:02:41:21,84:38:35:5a:70:40,18915.0,52.0,64.0,8.0,334.0,781900003.0,59555.0,4072.0,,0,0,1,0,1,0,0,0,0,0,0,1
5153,e0:55:3d:02:41:21,84:38:35:5a:70:40,3479.0,52.0,64.0,8.0,334.0,781900003.0,59555.0,4090.0,,0,0,1,0,1,0,0,0,0,0,0,1
5154,e0:55:3d:02:41:21,84:38:35:5a:70:40,14594.0,52.0,64.0,8.0,334.0,781900003.0,59555.0,4082.0,,0,0,1,0,1,0,0,0,0,0,0,1
5155,e0:55:3d:02:41:21,84:38:35:5a:70:40,43157.0,52.0,64.0,8.0,334.0,781900003.0,59555.0,4081.0,,0,0,1,0,1,0,0,0,0,0,0,1
5156,e0:55:3d:02:41:21,84:38:35:5a:70:40,29224.0,98.0,64.0,8.0,334.0,781900003.0,59555.0,4096.0,139.0,0,0,1,0,0,0,1,0,0,0,0,1
5161,e0:55:3d:02:41:21,84:38:35:5a:70:40,44989.0,154.0,64.0,8.0,334.0,3463369052.0,59554.0,9675.0,292.0,0,0,1,0,0,0,1,0,0,0,0,1
5162,e0:55:3d:02:41:21,84:38:35:5a:70:40,31208.0,1436.0,64.0,8.0,334.0,3463369154.0,59554.0,9675.0,3916.0,0,0,1,0,1,0,0,0,0,0,0,1
5163,e0:55:3d:02:41:21,84:38:35:5a:70:40,15547.0,797.0,64.0,8.0,334.0,3463370538.0,59554.0,9675.0,2122.0,0,0,1,0,0,0,1,0,0,0,0,1
5168,e0:55:3d:02:41:21,84:38:35:5a:70:40,40420.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9670.0,,0,0,1,0,1,0,0,0,0,0,0,1
5193,e0:55:3d:02:41:21,28:f0:76:31:d3:58,63791.0,51.0,64.0,,,,,,72.0,0,0,0,1,0,0,0,0,0,0,0,1
5196,e0:55:3d:02:41:21,84:38:35:5a:70:40,541.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9588.0,,0,0,1,0,1,0,0,0,0,0,0,1
5197,e0:55:3d:02:41:21,84:38:35:5a:70:40,17967.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9588.0,,0,0,1,0,1,0,0,0,0,0,0,1
5198,e0:55:3d:02:41:21,84:38:35:5a:70:40,57998.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9501.0,,0,0,1,0,1,0,0,0,0,0,0,1
5199,e0:55:3d:02:41:21,84:38:35:5a:70:40,32179.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9501.0,,0,0,1,0,1,0,0,0,0,0,0,1
5200,e0:55:3d:02:41:21,84:38:35:5a:70:40,28288.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9414.0,,0,0,1,0,1,0,0,0,0,0,0,1
5201,e0:55:3d:02:41:21,84:38:35:5a:70:40,25350.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9413.0,,0,0,1,0,1,0,0,0,0,0,0,1
5202,e0:55:3d:02:41:21,84:38:35:5a:70:40,54195.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9368.0,,0,0,1,0,1,0,0,0,0,0,0,1
5203,e0:55:3d:02:41:21,84:38:35:5a:70:40,60168.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9675.0,,0,0,1,0,1,0,0,0,0,0,0,1
5204,e0:55:3d:02:41:21,84:38:35:5a:70:40,28941.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9631.0,,0,0,1,0,1,0,0,0,0,0,0,1
5205,e0:55:3d:02:41:21,84:38:35:5a:70:40,7352.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9549.0,,0,0,1,0,1,0,0,0,0,0,0,1
5206,e0:55:3d:02:41:21,84:38:35:5a:70:40,60578.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9462.0,,0,0,1,0,1,0,0,0,0,0,0,1
5207,e0:55:3d:02:41:21,84:38:35:5a:70:40,60386.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9373.0,,0,0,1,0,1,0,0,0,0,0,0,1
5208,e0:55:3d:02:41:21,84:38:35:5a:70:40,43846.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9372.0,,0,0,1,0,1,0,0,0,0,0,0,1
5209,e0:55:3d:02:41:21,84:38:35:5a:70:40,10140.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9337.0,,0,0,1,0,1,0,0,0,0,0,0,1
5210,e0:55:3d:02:41:21,84:38:35:5a:70:40,12759.0,64.0,64.0,11.0,334.0,3463371283.0,59554.0,9337.0,,0,0,1,0,1,0,0,0,0,0,0,1
5211,e0:55:3d:02:41:21,84:38:35:5a:70:40,21092.0,52.0,64.0,8.0,334.0,3463371283.0,59554.0,9675.0,,0,0,1,0,1,0,0,0,0,0,0,1
5213,e0:55:3d:02:41:21,84:38:35:5a:70:40,3048.0,181.0,64.0,8.0,334.0,3463371283.0,59554.0,9675.0,361.0,0,0,1,0,0,0,1,0,0,0,0,1
5214,e0:55:3d:02:41:21,84:38:35:5a:70:40,3400.0,1395.0,64.0,8.0,334.0,3463371412.0,59554.0,9675.0,3908.0,0,0,1,0,0,0,1,0,0,0,0,1
5217,e0:55:3d:02:41:21,84:38:35:5a:70:40,21043.0,166.0,64.0,8.0,334.0,3463372755.0,59554.0,9675.0,328.0,0,0,1,0,0,0,1,0,0,0,0,1
5218,e0:55:3d:02:41:21,84:38:35:5a:70:40,52331.0,1436.0,64.0,8.0,334.0,3463372869.0,59554.0,9675.0,3932.0,0,0,1,0,1,0,0,0,0,0,0,1
5219,e0:55:3d:02:41:21,84:38:35:5a:70:40,59356.0,543.0,64.0,8.0,334.0,3463374253.0,59554.0,9675.0,1427.0,0,0,1,0,0,0,1,0,0,0,0,1
5220,01:00:5e:00:00:fb,84:38:35:5a:70:40,19178.0,104.0,255.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1
5221,e0:55:3d:02:41:21,84:38:35:5a:70:40,36766.0,934.0,64.0,8.0,334.0,2980385571.0,59560.0,4096.0,2613.0,0,0,1,0,0,0,1,0,0,0,0,1
5222,e0:55:3d:02:41:21,84:38:35:5a:70:40,32088.0,98.0,64.0,8.0,334.0,2980386453.0,59560.0,4096.0,161.0,0,0,1,0,0,0,1,0,0,0,0,1
5225,e0:55:3d:02:41:21,84:38:35:5a:70:40,24669.0,865.0,64.0,8.0,334.0,2980386499.0,59560.0,4096.0,2389.0,0,0,1,0,0,0,1,0,0,0,0,1
5226,e0:55:3d:02:41:21,84:38:35:5a:70:40,57153.0,864.0,64.0,8.0,334.0,2980387312.0,59560.0,4096.0,2336.0,0,0,1,0,0,0,1,0,0,0,0,1
5227,e0:55:3d:02:41:21,84:38:35:5a:70:40,40754.0,863.0,64.0,8.0,334.0,2980388124.0,59560.0,4096.0,2291.0,0,0,1,0,0,0,1,0,0,0,0,1
5230,e0:55:3d:02:41:21,84:38:35:5a:70:40,29849.0,864.0,64.0,8.0,334.0,2980388935.0,59560.0,4096.0,2227.0,0,0,1,0,0,0,1,0,0,0,0,1
5231,e0:55:3d:02:41:21,84:38:35:5a:70:40,25405.0,865.0,64.0,8.0,334.0,2980389747.0,59560.0,4096.0,2409.0,0,0,1,0,0,0,1,0,0,0,0,1
